date	Lucky Charms	Frosted Flakes	Count Chocula	Honey Nut Cheerios	Capn Crunch	Wheaties	Reeses_Puffs	Rice Krispies	Corn Flakes	Raisin Bran	Cookie Crisp	Apple Jacks	Grape-Nuts	Trix	Honeycomb
20141109	30.76923077	23.07692308	15.38461538	15.38461538	7.692307692	15.38461538	0	146.1538462	115.3846154	30.76923077	15.38461538	7.692307692	0	15.38461538	46.15384615
20141116	30.76923077	23.07692308	15.38461538	15.38461538	0	15.38461538	0	153.8461538	130.7692308	23.07692308	23.07692308	7.692307692	0	15.38461538	46.15384615
20141123	36.36363636	27.27272727	9.090909091	18.18181818	0	9.090909091	0	218.1818182	209.0909091	18.18181818	18.18181818	9.090909091	0	18.18181818	54.54545455
20141130	30.76923077	23.07692308	7.692307692	15.38461538	0	23.07692308	0	176.9230769	123.0769231	23.07692308	23.07692308	7.692307692	0	15.38461538	38.46153846
20141207	35.71428571	21.42857143	14.28571429	14.28571429	0	21.42857143	0	221.4285714	128.5714286	14.28571429	21.42857143	7.142857143	0	14.28571429	50
20141214	30.76923077	23.07692308	7.692307692	15.38461538	7.692307692	15.38461538	0	300	161.5384615	15.38461538	23.07692308	7.692307692	0	15.38461538	61.53846154
20141221	30	30	20	20	0	20	0	450	280	20	30	10	0	10	90
20141228	25	16.66666667	25	25	0	16.66666667	0	150	133.3333333	25	25	8.333333333	0	16.66666667	41.66666667
20150104	21.42857143	14.28571429	7.142857143	14.28571429	7.142857143	14.28571429	0	100	100	21.42857143	14.28571429	7.142857143	0	21.42857143	28.57142857
20150111	26.66666667	20	6.666666667	13.33333333	0	20	0	106.6666667	100	20	13.33333333	6.666666667	0	20	33.33333333
20150118	26.66666667	20	6.666666667	13.33333333	6.666666667	20	0	106.6666667	106.6666667	20	13.33333333	6.666666667	0	13.33333333	26.66666667
20150125	25	25	6.25	18.75	0	12.5	0	106.25	106.25	25	12.5	6.25	0	31.25	25
20150201	25	18.75	6.25	12.5	6.25	25	0	106.25	106.25	25	12.5	6.25	0	18.75	25
20150208	33.33333333	26.66666667	6.666666667	13.33333333	0	20	0	126.6666667	113.3333333	26.66666667	13.33333333	6.666666667	0	20	40
20150215	35.71428571	21.42857143	14.28571429	14.28571429	0	21.42857143	0	114.2857143	114.2857143	28.57142857	21.42857143	7.142857143	0	21.42857143	35.71428571
20150222	126.6666667	26.66666667	6.666666667	13.33333333	13.33333333	13.33333333	0	113.3333333	120	26.66666667	20	6.666666667	0	20	33.33333333
20150301	71.42857143	28.57142857	7.142857143	14.28571429	7.142857143	14.28571429	0	114.2857143	114.2857143	28.57142857	21.42857143	7.142857143	0	21.42857143	35.71428571
20150308	66.66666667	26.66666667	6.666666667	13.33333333	0	13.33333333	0	120	113.3333333	26.66666667	13.33333333	6.666666667	0	20	33.33333333
20150315	92.85714286	21.42857143	7.142857143	14.28571429	0	14.28571429	0	135.7142857	121.4285714	21.42857143	14.28571429	7.142857143	0	21.42857143	28.57142857
20150322	40	20	6.666666667	13.33333333	6.666666667	13.33333333	0	140	113.3333333	13.33333333	13.33333333	6.666666667	0	20	33.33333333
20150329	64.28571429	21.42857143	7.142857143	14.28571429	0	14.28571429	0	228.5714286	135.7142857	21.42857143	21.42857143	7.142857143	0	21.42857143	35.71428571
20150405	35.71428571	21.42857143	7.142857143	14.28571429	7.142857143	14.28571429	0	128.5714286	114.2857143	14.28571429	14.28571429	14.28571429	0	21.42857143	28.57142857
20150412	35.71428571	21.42857143	7.142857143	14.28571429	7.142857143	21.42857143	0	107.1428571	107.1428571	21.42857143	14.28571429	14.28571429	0	21.42857143	28.57142857
20150419	33.33333333	20	13.33333333	20	0	33.33333333	0	113.3333333	106.6666667	26.66666667	13.33333333	6.666666667	0	20	40
20150426	38.46153846	23.07692308	7.692307692	15.38461538	7.692307692	30.76923077	7.692307692	130.7692308	130.7692308	23.07692308	15.38461538	7.692307692	0	23.07692308	38.46153846
20150503	33.33333333	25	8.333333333	16.66666667	0	25	0	133.3333333	133.3333333	25	16.66666667	8.333333333	0	16.66666667	41.66666667
20150510	41.66666667	33.33333333	8.333333333	16.66666667	0	16.66666667	0	150	125	16.66666667	16.66666667	16.66666667	0	25	33.33333333
20150517	33.33333333	25	8.333333333	8.333333333	0	16.66666667	0	141.6666667	125	25	16.66666667	8.333333333	0	25	33.33333333
20150524	41.66666667	33.33333333	8.333333333	8.333333333	8.333333333	16.66666667	0	150	125	25	16.66666667	8.333333333	0	25	41.66666667
20150531	30.76923077	30.76923077	15.38461538	15.38461538	0	100	0	138.4615385	123.0769231	23.07692308	15.38461538	7.692307692	0	15.38461538	38.46153846
20150607	33.33333333	25	8.333333333	16.66666667	0	41.66666667	0	125	116.6666667	33.33333333	16.66666667	16.66666667	0	16.66666667	41.66666667
20150614	33.33333333	25	8.333333333	16.66666667	0	25	0	141.6666667	125	25	16.66666667	8.333333333	0	16.66666667	50
20150621	33.33333333	25	8.333333333	8.333333333	0	25	0	133.3333333	125	25	16.66666667	8.333333333	0	25	41.66666667
20150628	33.33333333	25	16.66666667	16.66666667	8.333333333	16.66666667	0	158.3333333	141.6666667	25	16.66666667	8.333333333	0	16.66666667	41.66666667
20150705	30.76923077	23.07692308	7.692307692	15.38461538	15.38461538	15.38461538	0	123.0769231	115.3846154	23.07692308	15.38461538	7.692307692	0	23.07692308	38.46153846
20150712	28.57142857	21.42857143	7.142857143	14.28571429	14.28571429	21.42857143	0	128.5714286	114.2857143	21.42857143	14.28571429	7.142857143	0	21.42857143	50
20150719	38.46153846	23.07692308	7.692307692	15.38461538	7.692307692	23.07692308	0	153.8461538	115.3846154	23.07692308	15.38461538	7.692307692	0	23.07692308	46.15384615
20150726	30.76923077	23.07692308	7.692307692	7.692307692	0	23.07692308	0	138.4615385	123.0769231	23.07692308	15.38461538	7.692307692	0	15.38461538	46.15384615
20150802	30.76923077	23.07692308	15.38461538	7.692307692	7.692307692	30.76923077	0	138.4615385	123.0769231	30.76923077	15.38461538	15.38461538	0	15.38461538	46.15384615
20150809	38.46153846	30.76923077	7.692307692	15.38461538	7.692307692	76.92307692	0	130.7692308	123.0769231	23.07692308	15.38461538	7.692307692	0	23.07692308	38.46153846
20150816	28.57142857	21.42857143	14.28571429	14.28571429	7.142857143	42.85714286	0	114.2857143	114.2857143	21.42857143	14.28571429	7.142857143	0	21.42857143	42.85714286
20150823	38.46153846	30.76923077	7.692307692	15.38461538	7.692307692	23.07692308	0	130.7692308	123.0769231	23.07692308	15.38461538	7.692307692	0	23.07692308	46.15384615
20150830	29.41176471	17.64705882	11.76470588	11.76470588	0	17.64705882	0	94.11764706	94.11764706	17.64705882	11.76470588	5.882352941	0	11.76470588	29.41176471
20150906	35.29411765	17.64705882	11.76470588	11.76470588	0	11.76470588	0	88.23529412	94.11764706	11.76470588	11.76470588	11.76470588	0	11.76470588	35.29411765
20150913	31.25	25	18.75	18.75	0	12.5	0	93.75	106.25	25	12.5	12.5	0	18.75	31.25
20150920	35.29411765	23.52941176	11.76470588	11.76470588	0	17.64705882	0	100	82.35294118	17.64705882	11.76470588	11.76470588	0	17.64705882	35.29411765
20150927	31.25	25	18.75	18.75	0	18.75	0	93.75	106.25	18.75	12.5	12.5	0	12.5	37.5
20151004	6.756756757	5.405405405	5.405405405	8.108108108	0	4.054054054	0	28.37837838	21.62162162	4.054054054	2.702702703	2.702702703	0	4.054054054	6.756756757
20151011	86.36363636	18.18181818	18.18181818	13.63636364	4.545454545	9.090909091	0	86.36363636	77.27272727	13.63636364	9.090909091	9.090909091	0	9.090909091	27.27272727
20151018	81.25	25	18.75	18.75	0	18.75	0	137.5	100	18.75	12.5	12.5	0	18.75	31.25
20151025	53.33333333	26.66666667	26.66666667	13.33333333	6.666666667	26.66666667	0	186.6666667	106.6666667	20	13.33333333	13.33333333	0	20	26.66666667
20151101	40	20	13.33333333	13.33333333	0	13.33333333	0	113.3333333	100	20	13.33333333	13.33333333	0	20	33.33333333
20151108	31.25	18.75	12.5	12.5	0	12.5	0	112.5	93.75	18.75	12.5	6.25	0	18.75	31.25
20151115	28.57142857	21.42857143	7.142857143	14.28571429	0	21.42857143	0	157.1428571	128.5714286	28.57142857	14.28571429	7.142857143	0	14.28571429	42.85714286
20151122	28.57142857	21.42857143	14.28571429	14.28571429	0	14.28571429	0	207.1428571	171.4285714	14.28571429	14.28571429	14.28571429	0	14.28571429	35.71428571
20151129	26.66666667	20	6.666666667	13.33333333	0	13.33333333	0	173.3333333	113.3333333	13.33333333	13.33333333	13.33333333	0	13.33333333	33.33333333
20151206	42.85714286	21.42857143	7.142857143	14.28571429	0	14.28571429	0	271.4285714	135.7142857	21.42857143	21.42857143	14.28571429	0	21.42857143	42.85714286
20151213	30.76923077	23.07692308	15.38461538	15.38461538	0	23.07692308	0	469.2307692	184.6153846	23.07692308	15.38461538	15.38461538	0	15.38461538	61.53846154
20151220	36.36363636	27.27272727	9.090909091	9.090909091	0	18.18181818	0	836.3636364	272.7272727	18.18181818	18.18181818	9.090909091	0	18.18181818	81.81818182
20151227	36.36363636	27.27272727	18.18181818	18.18181818	0	18.18181818	0	263.6363636	145.4545455	27.27272727	18.18181818	9.090909091	0	18.18181818	54.54545455
20160103	31.25	25	6.25	12.5	0	25	0	156.25	100	18.75	12.5	12.5	0	18.75	25
20160110	47.05882353	23.52941176	5.882352941	23.52941176	0	29.41176471	0	135.2941176	100	23.52941176	11.76470588	11.76470588	0	17.64705882	29.41176471
20160117	33.33333333	22.22222222	11.11111111	16.66666667	5.555555556	16.66666667	0	150	111.1111111	22.22222222	11.11111111	11.11111111	0	16.66666667	27.77777778
20160124	26.31578947	26.31578947	5.263157895	15.78947368	0	10.52631579	0	121.0526316	105.2631579	15.78947368	15.78947368	10.52631579	0	15.78947368	21.05263158
20160131	35.29411765	23.52941176	5.882352941	17.64705882	0	17.64705882	0	111.7647059	105.8823529	23.52941176	17.64705882	11.76470588	0	17.64705882	29.41176471
20160207	35.29411765	23.52941176	11.76470588	17.64705882	5.882352941	17.64705882	0	111.7647059	105.8823529	23.52941176	17.64705882	5.882352941	0	17.64705882	35.29411765
20160214	33.33333333	20	13.33333333	20	0	20	0	100	133.3333333	20	13.33333333	13.33333333	0	13.33333333	33.33333333
20160221	37.5	25	6.25	18.75	0	18.75	0	93.75	118.75	25	12.5	12.5	0	18.75	81.25
20160228	35.29411765	23.52941176	5.882352941	17.64705882	0	11.76470588	0	100	111.7647059	23.52941176	11.76470588	11.76470588	0	11.76470588	58.82352941
20160306	44.44444444	22.22222222	11.11111111	22.22222222	0	16.66666667	0	100	105.5555556	22.22222222	11.11111111	11.11111111	0	16.66666667	50
20160313	88.23529412	23.52941176	5.882352941	17.64705882	0	17.64705882	0	164.7058824	117.6470588	17.64705882	11.76470588	11.76470588	0	17.64705882	41.17647059
20160320	43.75	25	6.25	18.75	0	12.5	0	193.75	137.5	31.25	12.5	12.5	0	18.75	43.75
20160327	31.25	25	12.5	12.5	0	18.75	0	125	112.5	18.75	6.25	12.5	0	18.75	31.25
20160403	35.29411765	23.52941176	5.882352941	23.52941176	0	41.17647059	0	105.8823529	105.8823529	17.64705882	11.76470588	11.76470588	0	11.76470588	35.29411765
20160410	33.33333333	22.22222222	5.555555556	16.66666667	0	16.66666667	0	100	105.5555556	16.66666667	11.11111111	11.11111111	0	22.22222222	33.33333333
20160417	33.33333333	22.22222222	5.555555556	11.11111111	0	16.66666667	0	94.44444444	100	16.66666667	11.11111111	11.11111111	0	22.22222222	33.33333333
20160424	27.77777778	22.22222222	5.555555556	11.11111111	0	11.11111111	0	83.33333333	94.44444444	16.66666667	11.11111111	11.11111111	0	16.66666667	33.33333333
20160501	29.41176471	23.52941176	5.882352941	17.64705882	0	17.64705882	0	94.11764706	100	17.64705882	11.76470588	11.76470588	0	17.64705882	29.41176471
20160508	33.33333333	26.66666667	6.666666667	20	0	20	0	100	100	20	13.33333333	13.33333333	0	20	33.33333333
20160515	28.57142857	35.71428571	7.142857143	21.42857143	0	21.42857143	0	107.1428571	121.4285714	21.42857143	14.28571429	7.142857143	0	21.42857143	35.71428571
20160522	28.57142857	21.42857143	7.142857143	14.28571429	0	14.28571429	0	100	114.2857143	21.42857143	14.28571429	14.28571429	0	21.42857143	35.71428571
20160529	30.76923077	30.76923077	7.692307692	15.38461538	7.692307692	15.38461538	0	138.4615385	123.0769231	23.07692308	15.38461538	15.38461538	0	23.07692308	46.15384615
20160605	28.57142857	28.57142857	7.142857143	14.28571429	0	14.28571429	0	157.1428571	121.4285714	21.42857143	14.28571429	14.28571429	0	14.28571429	35.71428571
20160612	25	18.75	6.25	18.75	0	12.5	0	125	100	18.75	12.5	12.5	0	12.5	37.5
20160619	17.39130435	13.04347826	4.347826087	8.695652174	4.347826087	8.695652174	0	65.2173913	78.26086957	13.04347826	8.695652174	8.695652174	0	13.04347826	21.73913043
20160626	29.41176471	17.64705882	5.882352941	11.76470588	0	11.76470588	0	100	111.7647059	17.64705882	17.64705882	11.76470588	0	17.64705882	35.29411765
20160703	37.5	18.75	12.5	12.5	0	12.5	0	112.5	106.25	18.75	12.5	12.5	0	12.5	37.5
20160710	31.25	25	6.25	12.5	0	12.5	0	93.75	106.25	18.75	12.5	6.25	0	12.5	37.5
20160717	28.57142857	28.57142857	7.142857143	14.28571429	0	14.28571429	0	107.1428571	114.2857143	21.42857143	14.28571429	14.28571429	0	21.42857143	42.85714286
20160724	40	26.66666667	13.33333333	20	6.666666667	20	0	126.6666667	113.3333333	26.66666667	13.33333333	6.666666667	0	13.33333333	40
20160731	41.17647059	23.52941176	5.882352941	17.64705882	0	11.76470588	0	123.5294118	100	17.64705882	11.76470588	5.882352941	0	17.64705882	29.41176471
20160807	29.41176471	23.52941176	5.882352941	11.76470588	0	23.52941176	0	105.8823529	100	17.64705882	11.76470588	11.76470588	0	11.76470588	29.41176471
20160814	31.25	18.75	12.5	18.75	0	18.75	0	106.25	100	18.75	12.5	6.25	0	18.75	31.25
20160821	29.41176471	23.52941176	11.76470588	11.76470588	5.882352941	11.76470588	0	117.6470588	100	17.64705882	11.76470588	5.882352941	0	17.64705882	35.29411765
20160828	29.41176471	29.41176471	11.76470588	11.76470588	0	17.64705882	0	105.8823529	100	17.64705882	11.76470588	11.76470588	0	17.64705882	35.29411765
20160904	29.41176471	23.52941176	11.76470588	17.64705882	0	11.76470588	0	100	105.8823529	17.64705882	17.64705882	5.882352941	0	11.76470588	35.29411765
20160911	25	20	15	10	0	25	5	85	80	15	15	10	0	15	30
20160918	29.41176471	23.52941176	17.64705882	17.64705882	0	17.64705882	5.882352941	100	111.7647059	17.64705882	17.64705882	11.76470588	0	17.64705882	35.29411765
20160925	29.41176471	29.41176471	11.76470588	11.76470588	5.882352941	11.76470588	5.882352941	105.8823529	100	17.64705882	23.52941176	11.76470588	0	17.64705882	29.41176471
20161002	26.66666667	26.66666667	20	13.33333333	6.666666667	13.33333333	0	133.3333333	120	20	20	20	0	13.33333333	33.33333333
20161009	31.25	25	18.75	12.5	6.25	12.5	6.25	131.25	112.5	18.75	18.75	12.5	0	18.75	43.75
20161016	26.66666667	26.66666667	20	13.33333333	6.666666667	13.33333333	6.666666667	126.6666667	120	26.66666667	13.33333333	13.33333333	0	20	40
20161023	26.66666667	26.66666667	20	13.33333333	6.666666667	13.33333333	0	206.6666667	113.3333333	20	20	13.33333333	0	20	46.66666667
20161030	35.71428571	28.57142857	14.28571429	14.28571429	7.142857143	14.28571429	0	164.2857143	128.5714286	21.42857143	14.28571429	14.28571429	0	21.42857143	42.85714286
20161106	30.76923077	30.76923077	15.38461538	15.38461538	0	15.38461538	0	146.1538462	130.7692308	15.38461538	15.38461538	15.38461538	0	15.38461538	38.46153846
20161113	23.52941176	23.52941176	5.882352941	17.64705882	0	11.76470588	0	123.5294118	111.7647059	17.64705882	17.64705882	11.76470588	0	17.64705882	35.29411765
20161120	28.57142857	28.57142857	7.142857143	14.28571429	0	14.28571429	0	171.4285714	178.5714286	14.28571429	21.42857143	14.28571429	0	7.142857143	42.85714286
20161127	35.71428571	35.71428571	7.142857143	14.28571429	0	14.28571429	0	171.4285714	128.5714286	14.28571429	21.42857143	14.28571429	0	14.28571429	42.85714286
20161204	35.71428571	57.14285714	7.142857143	14.28571429	7.142857143	21.42857143	0	264.2857143	150	21.42857143	21.42857143	14.28571429	0	14.28571429	42.85714286
20161211	30.76923077	46.15384615	7.692307692	15.38461538	7.692307692	23.07692308	7.692307692	315.3846154	161.5384615	15.38461538	23.07692308	15.38461538	0	15.38461538	53.84615385
20161218	33.33333333	33.33333333	16.66666667	16.66666667	0	16.66666667	0	483.3333333	275	16.66666667	25	8.333333333	0	16.66666667	91.66666667
20161225	36.36363636	36.36363636	18.18181818	18.18181818	0	18.18181818	0	236.3636364	172.7272727	18.18181818	18.18181818	9.090909091	0	18.18181818	45.45454545
20170101	29.41176471	35.29411765	11.76470588	11.76470588	0	11.76470588	0	117.6470588	105.8823529	23.52941176	11.76470588	11.76470588	0	11.76470588	29.41176471
20170108	26.31578947	26.31578947	5.263157895	15.78947368	0	10.52631579	5.263157895	105.2631579	89.47368421	21.05263158	10.52631579	10.52631579	0	10.52631579	26.31578947
20170115	29.41176471	41.17647059	5.882352941	17.64705882	0	11.76470588	5.882352941	129.4117647	111.7647059	23.52941176	11.76470588	11.76470588	0	17.64705882	23.52941176
20170122	36.84210526	31.57894737	5.263157895	15.78947368	0	15.78947368	5.263157895	115.7894737	100	21.05263158	15.78947368	10.52631579	0	15.78947368	26.31578947
20170129	33.33333333	33.33333333	11.11111111	16.66666667	5.555555556	16.66666667	5.555555556	127.7777778	105.5555556	22.22222222	16.66666667	11.11111111	0	16.66666667	27.77777778
20170205	27.77777778	27.77777778	5.555555556	11.11111111	5.555555556	11.11111111	5.555555556	133.3333333	105.5555556	22.22222222	11.11111111	11.11111111	0	11.11111111	27.77777778
20170212	37.5	31.25	6.25	18.75	6.25	12.5	6.25	143.75	112.5	25	12.5	12.5	0	18.75	31.25
20170219	41.17647059	35.29411765	5.882352941	11.76470588	5.882352941	11.76470588	5.882352941	111.7647059	100	17.64705882	11.76470588	11.76470588	0	17.64705882	29.41176471
20170226	47.05882353	29.41176471	5.882352941	17.64705882	5.882352941	11.76470588	5.882352941	100	105.8823529	29.41176471	11.76470588	11.76470588	0	17.64705882	29.41176471
20170305	50	27.77777778	11.11111111	16.66666667	5.555555556	11.11111111	5.555555556	94.44444444	105.5555556	22.22222222	11.11111111	11.11111111	0	11.11111111	33.33333333
20170312	21.42857143	7.142857143	1.19047619	7.142857143	1.19047619	2.380952381	1.19047619	27.38095238	20.23809524	4.761904762	2.380952381	2.380952381	0	2.380952381	5.952380952
20170319	21.05263158	13.15789474	2.631578947	13.15789474	2.631578947	5.263157895	2.631578947	47.36842105	47.36842105	10.52631579	7.894736842	5.263157895	0	5.263157895	13.15789474
20170326	26.08695652	21.73913043	4.347826087	13.04347826	4.347826087	8.695652174	4.347826087	82.60869565	78.26086957	17.39130435	8.695652174	8.695652174	0	13.04347826	26.08695652
20170402	27.27272727	22.72727273	4.545454545	13.63636364	4.545454545	9.090909091	4.545454545	86.36363636	81.81818182	22.72727273	9.090909091	9.090909091	0	13.63636364	31.81818182
20170409	23.80952381	23.80952381	4.761904762	14.28571429	4.761904762	9.523809524	4.761904762	138.0952381	100	14.28571429	9.523809524	9.523809524	0	14.28571429	28.57142857
20170416	23.80952381	23.80952381	4.761904762	19.04761905	4.761904762	14.28571429	0	80.95238095	100	14.28571429	14.28571429	4.761904762	0	9.523809524	23.80952381
